text,category
 Breakfast is excellent Good choice and offer porridge which is always a bonus Staff recognised that we had stayed before and welcomed us back Waiting staff at breakfast were very attentive Bath towels were beautifully white and fluffy bed comfy and the room was spotless The room had a beautiful view of the gardens This is why we came back ,Positive
 Everything Great location underground around the corner We had a room on the street side and it was very quiet Fantastic breakfast friendly staff beautiful room ,Positive
 the breakfast was the best buffet breakfast we have had everything hot and plenty of choice it was great to have water and fruit in the room a nice touch the bedding was lovely duvet really snuggly the pull out mirror in the bathroom really useful ,Positive
 the location the tea kettle the cosmetics quality linens Nice neighborhood attractive bar and lobby Fitness looked small but fine staff smiling Try the Blackbird Pub in front of the station to the right,Positive
 Clean price is correct,Positive
 Very helpful staff All premises were kept really clean A very good breakfast and you can eat all you can The garden at the bakc of the building really nice if the weather is good ,Positive
 Conscientious staff who worked hard to make our stay a pleasant one Room and hotel was clean and well presented Good location near the tube for the museums ,Positive
 Very helpful staff great choice of food at breakfast clean and recently refurbished close to underground station ,Positive
 Great secluded garden would be fantastic in summer Very helpful and friendly staff Bed room comfortable and VERY quiet ,Positive
 Very little,Positive
 Excellent base for short visits to London V good breakfast charming garden well maintained and equipped if small rooms Tube station 5 mins walk,Positive
 Beds very comfy,Positive
 The location is very good in near the subway The staff and breakfast are excellent,Positive
 Very nice staff and comfortable and quiet room Very friendly welcome and very helpful desk staff ,Positive
 Fine hotel very clean great breakfast and nice bar Staff very helpful Access to PC and printer proper access even from iPhone Very close to tube station Highly recommended ,Positive
 The room was great I couldn t ask for a better night sleep ,Positive
 Staff were excellent very friendly and helpful We had a problem develop with the toilet running water and it was resolved within half hour of being reported Very efficient service in all areas ,Positive
 The location was great on the picadilly line so very easy to get to central London and Heathrow The staff were very helpful and the hotel was very clean and comfortable really enjoyed the stay ,Positive
 Great location good breakfast clean and modern hotel Some mentioned the rooms to be tiny but I thought it was a good size room for London Room got a bit cold but the heater in the room worked really well unlike some of the reviews I read Also the front desk called to check in and see if the room was alright Nice touch of customer service ,Positive
No Positive,Positive
 Cleanliness efficiency and ease of location Comparatively quiet to other hotels I ve stayed at in London too ,Positive
 The breakfast buffet had a good selection ,Positive
 This is a perfect hotel I loved the huge fluffy towels comfortable be soft pillows perfect breakfast free newspapers the staff and the free newspaper the location is superb ,Positive
 Often the reality is different from the website but in the case of Hotel George the photos really did portray reality I could not have been happier with every aspect of the hotel I chose this hotel because the average review was amazing This was spot on It s not a luxury hotel but it is a very stylish comfortable hotel that offered interesting little corners like the bar downstairs loved sitting in there before dinner Just a great welcoming stylish elegant hotel where everything just worked Who could want for more ,Positive
 Excellent location and very welcoming staff Great to spend a couple of nights at one of the most desirable Postcodes in the country ,Positive
No Positive,Positive
 Amazing location great value for money Staff friendly and helpful and breakfast delicious ,Positive
 Location was absolutely perfect just round the corner from Earl s Court Tube Station but not at all noisy Room was spacious and offered really good value for money ,Positive
 Location and staff,Positive
 comfortable rooms and fluffy towels and plenty of them good to have a bath after a long day,Positive
 Pleasant bar area food good clean bathroom,Positive
 Location and the staff were friendly,Positive
 Very good location nice quiet neighbourhood Friendly staff and good breakfast ,Positive
 reception staff were pleasant and helpful with all questions put to them ,Positive
 Comfortable hotel in convenient location,Positive
 Close to underground station but in a quiet location Staff were excellent pleasant and helpful good choice for breakfast the bed was so comfortable we didn t want to get up ,Positive
 most value for money staffs are very friendly and nice location is great actually i booked 3 hotels during this trip i think K K is most valuable absolutely will book again on next trip ,Positive
 Quiet location nice staff especially Jose and Svietlana good breakfast what more A little bit small bathroom not a big problem for me,Positive
 I stayed for one night and the hotel is beautiful in a great location Staff were very nice ,Positive
 Good location nice friendly staff ,Positive
 The hotel is clean in good location the breakfast wasn t bad,Positive
 The staff were very obliging and provided a good service Restaurant looks out onto a well kept garden which would be lovely in summer ,Positive
 All clean and well maintained Staff excellent Ideal location for our visit to the Albrt Hall ,Positive
 Very close to underground Very close to shops and restaurants Quiet location Very nice modern hotel even with a garden Breakfast was very good,Positive
 Very comfortable double room excellent breakfast very courteous and helpful staff very close to the Tube many good restaurants in the area walking distance ,Positive
 Good breakfast Free wi fi Good bar Lovely room with a nice view to the hotel s garden Great bathroom with a very good shower Excellent location,Positive
 Easy to get to from the tube station Staff friendly Room was clean The location was quiet Hotel was well presented Good bars and restuarants within walking distance ,Positive
 Good quiet location and only few minutes from a tube station Friendly hotel staff Clean room and bathroom with nice big shower ,Positive
 A boutique style hotel It had a lovely garden Nice touch with a tablet in the room for wifi use Complimentary fresh fruit plate for us The breakfast was superb Gorgeous serving sparkling dishes and plates Quiet location but within minutes of bustle ,Positive
 very nice staff at the front desk ,Positive
 Near Earl s Court metrostation really easy to reach Staff was very friendly ,Positive
 Very good continental breakfast excellent location close to earls court tube station The K and K has a very good value and totally refurbished I really recommend it ,Positive
 The hotel is located only a 2 minute walk from Earls Court tube and situated on a quiet street Staff are welcoming friendly and knowledgeable The hotel and room was spotless Breakfast was buffet style with a good selection of both continental and English ,Positive
 Excellent location helpful staff Comfortable room Heated bathroom floor and lovely towels nice and big ,Positive
 style breakfast bar meals great staff ,Positive
 Perfect Location Great value Very comfortable beds We arrived very early and they allowed us to use the fitness center to shower freshen up which we thought was great Nice lobby Right next to Earls Court Tube stop so plenty of travel links Tube train bus etc plenty of shops and restaurants in the area ,Positive
 Lovely hotel with friendly staff Very comfortable bed and lovely bathroom with good powerful shower and underfloor heating We had a room overlooking the garden which was nice Excellent location Would definitely stay here again ,Positive
 The price per night is very good relatively to other 4 stars hotels in London The location is very good 2 minutes walk from Earl s Court metro station at Piccadilly line one of the longest metro line in London direct from the Heathrow airport And to all the popular locations in London Near the Hotel there is 2 big supermarket 4 5 good restaurants and 3 cafes The hotel very clean modern and new The breakfast very good not too expensive for full English Breakfast 15 per person At any cafe you ll probably pay the same price or more The bathroom in the rooms big enough and clean This is my second time I m staying in the k k hotels in Europe they are very good ,Positive
 Great location really near to Earls Court tube station and restaurants Friendly staff and wonderfully comfortable beds Nice hotel with modern touches Definitely stay again ,Positive
 Very convenient location for Earl s Court Tube station Warm welcome from reception staff Good breakfast with plenty of choice bacon was crisp and tasty not like far too many restaurants who offer limp boiled bacon ,Positive
 Location,Positive
 Excellent location for the price less than 5 mins walking to Earl s Court underground station which has a direct train to the airport on the Piccadilly line good breakfast,Positive
 The staff were friendly the meal was nice could not use front entrance like everyone else had to use underground car park and go up hill 20 metres and down 20 metres down its a accident waiting to happen ,Positive
 Its central location its proximity to metro station 3 min walk to Earl s Court Underground Station free internet delicious and varied food for breakfast and most importantly the really friendly and helpful staff members were the plus sides,Positive
 Everything a boutique hotel should be Well located on a quiet side street 1 minute walk to Earls Court station Tasteful design throughout with great thought to efficency of design Really impressive My single room was quite small but well laid out I WILL go back Liked it the best of 30 hotels I ve stayed in London ,Positive
 Staff were indifferent and sullen I was given the impression the guests there were an inconvenience I left two personal items behind after checking out and after ringing on 9 seperate occasions speaking to several staff members and emailing supposed head of housekeeping I got nowhere not once did anyone ring me back even after promising everytime they would and I never heard from them about my items Ever They also gave me a 20 year old folding cot bed with a 1 mattress to sleep on for 3 nights I Would have thought 1000 plus for 3 nights would have afforded me a bed Yes I complained and they relented eventually Although the location is fantasticly placed I would never ever recommend this hotel to anyone in fact stay well away ,Positive
No Positive,Positive
No Positive,Positive
 Hotel staff very helpful hotel was spotlessly clean well maintained,Positive
 very convenient location great breakfast friendly staff lovely atmosphere very comfortable beds,Positive
 Staff was really kind and the facilities overall were really clean ,Positive
 Bar area and Reception good,Positive
 We love everything about the Hotel George the location the facilities the staff and as this was our 4th stay in 5 years couldn t stay last year due to illness or it would have been 5 I think that speaks for itself ,Positive
 On this occasion the room was larger than on my recent stay which made things more comfortable however the bathroom was tiny The d cor was OK perhaps functional is an apt description There was minimal noise from the street which is a blessing in such a highly populated area and the location adjacent to Earls Court station was ideal ,Positive
 I went to London to visit my niece who was studying in London This hotel was ideally located in Earl s Court close to her apartment and the tube station Very nice hotel and staff Nice selection of food at breakfast Located in a very quiet neighborhood but just minutes from the shops and stores at Earl s Court ,Positive
 Room was OK if a little small and this was a King Executive Tea coffee making facilities were missing but most importantly it was pretty quiet and comfortable I requested a room change from a shower to a bath which was accommodated ,Positive
 Location was great lots of nice pubs and restaurants nearby very close to underground easy to get to from heathrow excellent bed ,Positive
 Very quiet area nice to have a room with access to the garden I like the fact that it is a small hotel Plus I like the fact that it was a shower cubicle rather than over the bath shower ,Positive
 Excellent location close to station location has parking which is very important,Positive
 Location staff and cleanliness ,Positive
 Great breakfast all the usual items just higher quality plus cava and nice touches like Austrian apple strudel ,Positive
 Good staff comfortable bed and pillows although we were a little disappointed at the size of the executive bedroom Excellent choice of food at breakfast The bar area is a relaxing place to sit and have a drink with friends or just to sit quietly by the warm fire ,Positive
 2 minutes from Earl s Court tube Hotel has everything you would want in London Good breakfast comfortable room free wifi that works ,Positive
 The location is superb close to Central and all shopping areas as well as restaurants Our room was good size very comfy Excellent breakfast with big variety vegetarian and vegan options and bubbly ,Positive
 The location the view from room 221 Nice breakfast room with excellent breakfast and a nice view to the garden Coffee and tea in room ,Positive
 The hotel is situated in a quiet neighbourhood and is close to the underground station of Earls Court Very friendly staff Delicious breakfast ,Positive
 been before had a very good stay,Positive
 Well connected and quite location Great breakfast service and stuff ,Positive
 Location excellent tube is close by so travel is easy Breakfast excellent Staff friendly Rooms spotless bed was so soft and comfy,Positive
 Excellent location 2 minutes to Earl s Court underground clean room and new facilities friendly staff a good variety of breakfast to choose from ,Positive
 The place is nice and the breakfast is very good It was nice that you could open the windows to air out the room though in all honesty the room really needed that option,Positive
 Location near Earls Court underground was great Newspapers and TV stations were good View of gardens was nice lots of choices in the buffet nice to have a mini fridge in the small room ,Positive
 There was little or nothing wrong with this excellent hotel Our room was very comfortable and a good size for a London hotel It was clean tidy and well equipped The staff were first class They were polite helpful and did it all with a smile which meant a lot The breakfast menu was comprehensive and of good quality We will certainly pay a return visit ,Positive
 Beautiful hotel great location friendly helpful staff good breakfast included in the price LOVED the help yourself Nescafe in the lobby while waiting for breakfast Thank you ,Positive
 Location for us was important Main public areas high standard and parking a bonus,Positive
 Great location great amenities transport links Rooms had all key requirements Staff helpful,Positive
 The enormous garden is a rare treat in London,Positive
 The Location is very near the Earl s Court Station of Piccadilly tube ,Positive
 cozy room clean excellent location,Positive
No Positive,Positive
 Great location few steps to underground Lots of food and there is a coop shop aldo,Positive
 Very Comfortable bed The Garden Breakfast,Positive
 Very nice and charming hotel with an access to a nice garden Excellent breakfast,Positive
 Location of hotel,Positive
 clean good staff everything worked,Positive
 Very helpful general manager,Positive
 A warm welcome clean comfortable hotel Central location excellent for accessing central London,Positive
 Very helpful staff all round Great place to stay Spotlessly clean and very close to Earls Court tube station ,Positive
No Positive,Positive
 Nice bathroom and comfy bed,Positive
 Loved the well kept garden and the cleanliness of the property,Positive
 Location room was not big but adequate and clean ,Positive
No Positive,Positive
 Very good location and reasonable price,Positive
 Nice bed Staff were nice ,Positive
 Variety of food ,Positive
 friendly stuff,Positive
 All of it ,Positive
 The bath was huge and the location was really good near the tube but outside the congestion zone with a good car park,Positive
 lOCATION WAS GREAT,Positive
No Positive,Positive
No Positive,Positive
 Excellent as always,Positive
 Beds very very comfortable,Positive
 wonderful,Positive
 Breakfast Location Underground restaurants pubs and shops are 5 min by walk ,Positive
 Good Location Friendly Staff,Positive
 Excellent hotel with great staff,Positive
No Positive,Positive
 Very helpful staff and a lovely garden,Positive
 Quiet room overlooking garden and the Toblerone,Positive
 Location staff,Positive
No Positive,Positive
 SUPER SPOT GOINF BACK IN APRIL WITH THE FAMILT,Positive
 very central to everything very clean superb huge bed,Positive
No Positive,Positive
No Positive,Positive
No Positive,Positive
 The location is great you can find all what you need int that area close to the u derground The hotel is nice clean with a friendly staff ,Positive
 Very good value for money ,Positive
 Location size of room and comfort of bed,Positive
 good meals reasonable priced,Positive
 The breakfast the room especially the view of the garden Close to Earl s Court station nice neighborhood ,Positive
 Location excellent,Positive
 Help from staff in a medical emergency ,Positive
 Hotel garden and breakfast,Positive
 Beautiful hotel in a fantastic location I ve stayed here 5 times service is consistently good ,Positive
 The beds very comfy Good location,Positive
 Very good hotel one of the best I have stayed in in London,Positive
 location food staff service hotel amenities,Positive
 Overall well managed hotel in excellent location with London weekend,Positive
 Although we were in a basement room it was very quiet ,Positive
 lovely helpful staff great location,Positive
No Positive,Positive
 Room size breakfast and location,Positive
 Super efficient staff Convenient central location Quiet rooms ,Positive
 Excellent location for tube restaurants etc,Positive
 Great position Staff very pleasant attentive ,Positive
 Great breakfast Close to the tube Great staff ,Positive
 Great location,Positive
No Positive,Positive
 Quite room,Positive
 Very Comfortable Beds Friendly Staff Excellent central location The hotel also a lovely Garden for Guests use ,Positive
 Comfy bed very clean exceptional staff,Positive
No Positive,Positive
 really liked it over all,Positive
 Lovely comfortable beds pillows,Positive
No Positive,Positive
 Great Comfy beds spacious room ,Positive
 Reasonable price and good location breakfast is ok,Positive
 Location ,Positive
 Good location for an exhibition at Olympia,Positive
 THE BEDS WERE VERY COMFORTABLE GREAT STAY,Positive
 Excellent location Nice and quiet with easy access to the Earl s Court Tube station ,Positive
No Positive,Positive
 Comfortable beds and great location,Positive
 The staff were young but extremely proffessional and helpful Anna Christina Jana Marina Jose ,Positive
 Upgraded us because it was my partners birthday,Positive
 The hotel was charming and we would stay there again Excellent location and the staff was always helpful ,Positive
 Delicious breakfast and great hospitality,Positive
 Buffet breakfast was very good ,Positive
 The Service and staff made our stay worthwhile ,Positive
 The breakfast and the garden are superior,Positive
 easy access to underground clean room with a nice garden friendly staff,Positive
 Great location ,Positive
 Comfort location,Positive
 the garden,Positive
No Positive,Positive
 The hotel was comfortable and very close to restaurants and train station Could not fault this hotel ,Positive
 Rapid check in Rapid check out EV charging,Positive
 Excellent location and proximity to the underground cafe pubs restaurants and other essential facilities ,Positive
 Good breakfast with parking in London,Positive
 the staff were very nice and helpfil especially jose,Positive
 very close to underground convenient location,Positive
 Location of hotel was excellent nice quiet street yet very close to undergound statation,Positive
 Location was perfect ,Positive
No Positive,Positive
 Location good,Positive
 We could use a computer whenever we want to use ,Positive
 Breakfast was delicious,Positive
 Clean and comfortable ,Positive
 Close to tube,Positive
 Beautiful garden and nice breakfast ,Positive
 Peace and quiet over looking the garden,Positive
 Cleanliness pleasant staff and location to subway and London sights ,Positive
 Nice and quiet place and yrt so central location,Positive
 Quiet room with a very comfortable bed ,Positive
 Good location,Positive
 amazing staff good food facility wifi near the underground restaurants are nearby,Positive
No Positive,Positive
 Very nice room Staff very friendly Great location ,Positive
 Excellent location Good facilities ,Positive
 The room was lovely clean and the beds were very comfortable It was also great to have the garden ,Positive
 The location the outlook of the hotel Friendliness of the staff we will return,Positive
 The garden is really super ,Positive
 Location and the beds the best I slept in,Positive
 Stayed at this hotel several times awesome ,Positive
 Your beautiful garden,Positive
 Great value for money good location in london access to a nice garden,Positive
 Staff were very polite friendly ,Positive
 Very clean comfy hotel Good value at 99 a night in London Great location for Earls Court Royal Albert Hall and tube ,Positive
 Good location Good breakfast ,Positive
 Location New ,Positive
 Good location Comfortable room ,Positive
 Comfortable bed Good location Quiet area Even biscuits in the room as well as usual tea and coffee ,Positive
 Great location near Earls Park underground,Positive
 The breakfast was excellent a lot of variety Location was fantastic ,Positive
 great staff bed was comfortable and room was super clean,Positive
 Nice room and decent evening dinner ,Positive
 Air condition,Positive
 Loved the garden good breakfast,Positive
 lovely garden very personable staff comfortable lounge bar area ,Positive
 Perfect location excellent facilitie helpful staff,Positive
 The lovely view of the garden while at Breakfast ,Positive
 The garden was an added bonus especially in the sunshine ,Positive
 Excellent Location friendly and efficient staff lovely breakfast ,Positive
 Good location Staff very helpful,Positive
 Loved the late night bar service,Positive
 Location Full breakfast was excellent Quiet location ,Positive
 Great location for Olympia Friendly and helpful staff ,Positive
 Location was excellent as we re the staff,Positive
 Clean rooms Helpful staff Great location Pretty court yard ,Positive
 The ants,Positive
 Really handy for the tube Always very clean and probably the comfiest beds I ve slept in ,Positive
 the room was very quiet proximity to the tube station was convenient has a garden,Positive
No Positive,Positive
 Excellent breakfasts Very clean Staff was helpful ,Positive
 Breakfast location metroconnection to airport and not far from the centre Ok,Positive
 location garden feeding the fox in the garden,Positive
 The location near subway and busses Picadilly line to Heatrow just a block away Your breakfest is always superb ,Positive
 The location and the easy travelling to where we needed to be as we were in London for a purpose not a holiday ,Positive
No Positive,Positive
 location,Positive
 Quiet friendly staff cleanliness garden very convenient for underground,Positive
 Convenient near eateries and underground,Positive
 Very pleasant hotel Excellent staff Good very quiet location 200 yds to Earls Court tube station ,Positive
 Beds are very comfy location is nice rooms are spacious,Positive
 Location,Positive
 Good breakfast,Positive
 I loved the overall ambiance and convenience of this hotel The staff was very friendly and helpful ,Positive
 Nice place nice people it suited us perfectly ,Positive
 Everything about this hotel was excellent Room was clean bed was comfortable staff was kind and breakfast was gorgeous ,Positive
No Positive,Positive
 Comfortably appointed room,Positive
 Bed extra comfy and super clean room staff very friendly and helpful,Positive
 Everything was perfect Just like last time ,Positive
 location,Positive
 very good location and great staff,Positive
 The breakfast is thumbs up with its variety n quality ,Positive
 very clean friendly staff excellent breakfast,Positive
 Very clean comfy bed great breakfast,Positive
No Positive,Positive
 the location,Positive
 Very good breakfast Close to underground Earls Court,Positive
 Good selection for breakfast,Positive
 The staff were efficient and friendly and the room was clean I chose the hotel based on its cleanliness rating and wasn t disappointed ,Positive
 Clean modern helpful staff ,Positive
 Nice breakfast,Positive
 Loved the decor surprisingly modern with some lovely quirky details,Positive
 Clean and quiet room ,Positive
 all good comfy bed and sheets etc,Positive
 Very polite staff room Service,Positive
 Staff very helpful and bar very nice ,Positive
 Hotel in good location Beautiful building Staff excellent Beautiful bedding and towels Breakfast plentiful Would definitely use it again ,Positive
 Comfortable room friendly reception staff,Positive
 Clean Lovely hotel Great staff,Positive
 The hotel is 5 minutes from tube station Excellent breakfast ,Positive
 Bed very comfy,Positive
 the bed the breakfast friendly stuff situation ,Positive
 Very comfortable room and within easy walking distance of tube and bus shops near to local attractions,Positive
 Staff were friendly and efficient Room was clean Breakfast was good ,Positive
 Shower is fabulous bed comfortable and location excellent,Positive
 Fantastic room very quiet location but very close to tube,Positive
 Nice rooms helpful staff nice breakfast,Positive
 Nice bar pleasant staff,Positive
 Very clean Very good breakfast Very close to Earls Court station,Positive
 Staff are amazing ,Positive
 Friendly welcoming staff who even provided complimentary bubbly for my daughters 18th Delicious breakfast Comfy beds ,Positive
 Very clean and easily accessible to the Earls Court Tube Station,Positive
 The hotel was beautiful exactly like the pictures excellent staff and fast private cab pick up would recommend,Positive
 Location breakfast staff helpful,Positive
 Cleanliness,Positive
 The room was spacious and the beds comfortable,Positive
No Positive,Positive
 great place good stuff lovely hotel in general,Positive
 Staff very very polite m,Positive
 The location the room and the service ,Positive
 Great location,Positive
 From now on this will be our choice hotel when visiting London great place great location ,Positive
 Super hotel for the money Should be full every day in London ,Positive
 Fine bed Well equipped bathroom Lovely staff Great service ,Positive
 We enjoyed the little extras eg tissue box set in marble under the sink Washing line discreetly fixed over bath etc,Positive
 I liked the room ,Positive
 really comfie bed lovely thick towels slippers supplied,Positive
 Location cleanliness friendly staff A nice quiet hotel ,Positive
 Good location nice neighbourhood ,Positive
No Positive,Positive
 location all staff reception breakfast dinner staff are friendly ,Positive
 Great location ,Positive
 Good hotel in excellent location for transport access good meals too ,Positive
 Breakfast lovely as usual Check in and out very smooth and hassle free ,Positive
 Good attentive staff,Positive
 Good location and private parking,Positive
 everything except toilet,Positive
 Very good location near Earls Court metro stop,Positive
 friendly polite efficient staff Excellent breakfast Lovely bathroom small but very good ,Positive
 Very friendly and efficient staff convenient location good rooms and public areas,Positive
 Great hotel and staff,Positive
 Close underground Very helpful staff,Positive
 everything,Positive
 Location,Positive
 staff were sweet,Positive
 General approach is friendly but also efficient ,Positive
 close to station but very quiet Good value for money at last minute rate ,Positive
 Lovely staff very helpful Clean and functional ,Positive
 Perfect location Close to earl s court underground Safe environment Quiet environment Great service Efficient and pleasant staff ,Positive
 Well appointed very convenient location and very helpful being able to book to leave the car,Positive
 Everything was splendid,Positive
 Excellent location close to the famous spots but quieter than living right around them ,Positive
 Reception staff really professional and friendly ,Positive
 Great location clean rooms and helpful staffs but tiny rooms like all hotels in London ,Positive
 Staff were brilliant and nothing was too much trouble Special mentions for Vlad on reception and Reghina in the restaurant ,Positive
 Room service cleanliness,Positive
 excellent staff and great welcome to the hotel after checkin,Positive
 the hotel is in a quiet neighborhood very close to the earl s court tube station great breakfast very nice staff clean and comfotable,Positive
 Very good service beautiful place location was superb ,Positive
 Staff very friendly Lovely decor Comfortable bed Everything you need ,Positive
 Great location great staff comfortable rooms ,Positive
 Smooth check in and out Good value Location,Positive
 The K K hotel is always maintained and staffed to a high standard We ve been going back there for many years now and always enjoy our stay ,Positive
 Cleanliness location and breakfast,Positive
 Convenient location and great last minute price Room was quiet and clean Breakfast was varied Friendly staff ,Positive
 A very well organised Hotel Great location Very polite helpful staff Very good breakfast Would definitely stay here again ,Positive
 The location was good for what we were there for ,Positive
 Location easy access to public transport situated in quiet enclave Great choice breakfast Professional welcoming polite staff,Positive
 All the staff where very friendly and helpful The food was excellent and a great choice The rooms where lovely as well ,Positive
 Friendly staff good location ,Positive
 Location superb as the underground was so near making travel excellent ,Positive
 Very clean Friendly staff ,Positive
 Nespresso in the lobby in the morning excellent location good showers very clean room quite large for London standards ,Positive
 Receptionist,Positive
 Nice hotel with a wonderful backyard Good location as it is close to subway In a residential area Restaurants close by ,Positive
 Room was quiet and big enough Breakfast was great Staff very helpful and friendly We will use this hotel again ,Positive
 Location perfect for our needs,Positive
 very friendly and professional staff very good breakfast good quality of the food in restaurant simply a very nice stay,Positive
 nothing,Positive
 position of the hotel wifi and breakfast,Positive
 Staff was excellent ,Positive
 Nice garden and good breakfast,Positive
 Location friendly staff garden,Positive
 Quiet and comfortable,Positive
 Location,Positive
 Responsive staff excellent room terrific breakfast and located conveniently to tube A bit pricey but service food and comfort all exceptional ,Positive
 Location staff quietly courteous v good breakfast good shower proximity to tube ,Positive
 Excellent location near to Earl s Court tube station Great breakfasts ,Positive
 Excellent service from front desk Mgr Anna and Vlad,Positive
 Friendly staff great breakfast,Positive
 great location close to tube good choice of places to eat near the hotel,Positive
 Hotel room view of garden breakfast buffet selection being asked if we require anymore breakfast items before they finish,Positive
 Location Breakfast served were excellent Also have to mention the supper we ordered was good ,Positive
 Very convinence location breakfast is perfect with freshly baked bread ,Positive
 Efficiency of booking procedure secure parking facility Efficiency of staff ,Positive
 They have followed through special requests Comfortable bed wide choices for breakfast and very clean ,Positive
 Great location and very comfortable rooms Room was available for early check in Easy walk to attractions and trains for onward journey ,Positive
 We had the most basic room which was great value as well as spacious and comfortable,Positive
 Standard rooms are very comfortable Good central location ,Positive
 Very large room Hidden courtyard view with backdrop of the city is beautiful Short walk to public transport Blackfriars Tube Station and Temple Station ,Positive
 Location and room excellent,Positive
 Guest svc manager Francesco was very helpful with our questions on places to go and ways to get there Room bed was extremely comfortable and good sized Bathroom was also a good sized bathroom with a long bath and a cute Apex duck a very cute and novel idea ,Positive
 Room was great Bathroom was immaculately clean,Positive
 Room and bathroom excellent Really comfortable bed and huge walk in shower TV ironing board iron bathrobes slippers and tea coffee hot choc making facilities in room Hotel looks new so all furnishings modern Tube a short walk away We walked to the Theatre district in around 15 20 minutes We did not eat at the hotel so unable to comment on restaurant food but there are several pubs near by I would certainly recommend this hotel ,Positive
 Staff really friendly bed was extremely comfy and not too far from two underground stations The concierge recommended a great italian on fleet street and booked a table for two in minutes Overall great stay ,Positive
 we were very pleased with the Hotel and were especially pleased at the spaciousness of the Standard room and the quietness of the bedrooms and corridors ,Positive
 Room was clean and well appointed Location was great for sight seeing Being set back from the road our room was quiet A most enjoyable stay ,Positive
 Nice room Modern and cool Bar space in lobby very cosy ,Positive
 Being new in this area the conceierge service is excellent Special thanks to Mr Francis who was on duty and helped my colleague and myself several times throughout our stay ,Positive
 Brilliant location so close to the tube Room was GORGEOUS and spacious lovely and modern The hotel was quiet and so so clean Loved it Really made our stay extra relaxing ,Positive
 Nice room nice presentation of hotel reception area ,Positive
 The location was excellent and within a decent walking distance from the Underground Tube We also went to a show and the hotel is on the edge of the theater district There were also many restaurants and shops nearby and while it was in a busy area the inside of the hotel itself was very quiet The bed was comfortable and the shower was nice The staff was also very helpful we arrived during some kind of system outage but they got us checked in and then let us know the next day that we could come back and check in properly They also got us taxis rather quickly when we needed them ,Positive
 We were offered an upgrade for a small supplement to a junior suite As part of that you get access to the Club Lounge The room was lovely Looked as new comfy bed very clean And the Club lounge is such a nice extra as it gives you somehwere to sit they have board games finger food breakfast foods and drinks alcoholic non alcoholic available 24hrs ,Positive
 Very comfortable room Spacious bathroom Excellent service Great location ,Positive
 Easy to reach Covent Garden Soho and City However the hotel is quite far away from Westminster Room is clean comfy and nicely designed Very nice couch good bath,Positive
 Book a room that comes with access to the Club Lounge The Club Lounge offers a continental breakfast free water soda wine and beer throughout the day and sandwiches and fruit during the afternoon The coffee machine makes the best lattes along with a variety of other types of coffees and hot chocolate This lounge really made the stay for us ,Positive
 Although it s a fairly big hotel the overall vibe we got was very cozy which we liked a lot Staff was very friendly and helpful whenever we needed Upon arrival we received a reduction coupon for the breakfast The location is exquisite ,Positive
 Very clean large rooms with high value toiletries Extremely comfortable bed and pillows Friendly staff ,Positive
 This is without question one of London finest Hotels I have never slept that well in a very very longtime and I love the duck Amazing reception and great facilities ,Positive
 Great location room was outstanding beds were so clean and comfortable bathroom had a big deep bath and a fantastic shower we would recommend this hotel to everybody ,Positive
 The hotel gave us a complimentary upgrade to a suite which was fantastic The room and bed were extremely comfortable Excellent personalised service Food was excellent ,Positive
No Positive,Positive
 The design facilities and location of the hotel WIFI and also Gym were quite convenient,Positive
 Staff were lovely reception sent a card and a box of chocolates up for my birthday Room service food was fantastic and nice cocktails served in the bar Room wasn t the biggest but had everything we needed Very clean and lovely bathroom too ,Positive
 The bathroom was light pleasant and very clean The wardrobe space was good and there were tea making facilities The bed was comfortable ,Positive
 The room was clean and comfortable bathroom was modern and spacious ,Positive
 Just returned from a wonderful weekend at the apex temple court Where to start From the amazing upgrade for my husbands 30th birthday to the personalised handwritten note and chocolates left for us in the room everything was perfect from the start The hotel is in a great location less than 10 minutes walk to Covent Garden and for location alone is great value I had chosen the hotel as we were attending the aldwych theatre and it was literally around the corner It s clean modern and our room was to die for with a balcony offering views of the London eye The apex offers so many extra touches with the free jelly beans Pringles and of course the apex duck We had a great nespresso machine in our room and robes and slippers all added to make the perfect stay They really have thought about everything We have stayed in many hotels in London but would definately choose apex again ,Positive
 It was located in a cosy corner off the street ,Positive
 The staff were very accommodating it was mine and my partners anniversary and they did such an amazing job at making the room look lovely,Positive
 Very nice hotel quiet setting within an inner courtyard Terrace will be lovely in summer plus also very quiet I imagine Very pleasant staff and good hotel bar I didn t use the restaurant neither for breakfast or evening so can t comment ,Positive
 Beds were very comfy bathroom was fantastic and location was excellent ,Positive
 The location of the hotel is superb convenient and close to the centre yet tucked away in a quiet hidden away pocket ,Positive
 The staff were fantastic in the bar super friendly The shower and bath were fantastic ,Positive
 Staff was very nice and interior decoration was stylish and warm Good location to walk around London ,Positive
 Nice bathroom with big shower and bath Quiet if you get a room on the top floors ,Positive
 I spend the weekend in the Apex Hotel with my boyfriend and we had an an wonderful weekend the stuff from Apex was so friendly and they made everything possible have a great birthday weekend in london For this THANK YOU SO MUCH We will come back Best regards Theresa,Positive
 Rooms are quiet Beds are huge Bathroom is spacious and shower is hot and powerful Location is very good Thames within walking distance Temple area is beautiful Note however that during weekends the atmosphere is different than during week days due to the fact that many shops most of the business centres and the criminal courts are closed which results in less people in the neighbourhoud ,Positive
